,Potential_Customer,Cust_Last_Purchase,Pur_3_years,Pur_5_years,Pur_3_years_Indirect,Pur_5_years_Indirect,Pur_latest,Pur_3_years_Avg,Pur_5_years_Avg,Pur_3_years_Avg_Indirect,InAct_Last,InAct_First,Ad_Res_1_year,Ad_Res_3_Year,Ad_Res_5_Year,Ad_Res_Ind_1_Year,Ad_Res_Ind_3_Year,Ad_Res_Ind_5_Year,Status_Cust,Status_Latest_Ad,Age,Gender,Cust_Prop,Cust_Ann_Income,Status_CustN,Ad_Res_Total,Ad_Res_Ind_Total,Pur_Total
3085,0,14.56,1,5,0,1,15.0,15.0,10.8,13.582127875507437,18,88,10,24,47,4,4,17,A,0,34.0,F,H,51045.0,A,81,25,21.0
3086,0,14.56,4,11,3,8,11.0,8.0,7.36,8.0,17,89,12,31,59,6,16,23,A,1,63.0,M,U,51954.0,A,102,45,26.0
3087,0,14.56,4,7,3,3,20.0,17.5,15.71,16.67,7,32,20,36,45,8,16,19,A,1,73.0,M,U,51954.0,A,101,43,31.0
3088,1,3.0,7,21,3,7,3.0,3.86,3.29,5.0,15,103,8,20,36,4,9,11,A,1,79.0,F,U,50568.0,A,64,24,31.0
3089,0,14.56,5,7,3,3,7.0,7.6,7.57,7.67,21,35,12,30,29,6,15,13,A,0,25.0,F,U,50568.0,A,71,34,19.0
3090,0,14.56,3,4,3,3,10.0,10.0,9.0,10.0,22,28,12,26,24,6,13,11,A,0,56.0,F,H,54824.0,A,62,30,17.0
3091,1,3.0,4,10,1,4,20.0,18.75,14.4,20.0,16,115,16,38,71,6,17,29,A,0,86.0,F,U,44284.5,A,125,52,34.0
3092,1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,84.0,F,U,52615.0,Others,38,15,17.0
3093,1,11.0,4,8,3,6,5.0,7.0,5.75,7.67,18,61,11,29,44,5,13,18,A,1,37.0,F,H,43483.0,A,84,36,17.0
3094,0,14.56,1,7,0,3,20.0,20.0,14.0,13.582127875507437,17,93,14,35,65,6,6,25,A,0,54.0,M,H,50707.0,A,114,37,28.0
3095,0,14.56,3,3,1,1,35.0,43.33,43.33,20.0,16,31,16,31,28,6,13,11,A,0,79.0,F,U,50707.0,A,75,30,41.0
3096,1,5.0,7,14,4,7,3.0,7.0,5.14,7.5,9,112,20,38,64,7,16,24,A,1,52.0,M,U,50707.0,A,122,47,24.0
3097,0,14.56,2,12,1,6,25.0,30.0,15.96,25.0,13,90,29,48,87,6,15,24,A,0,52.0,F,U,64186.0,A,164,45,39.0
3098,0,14.56,1,2,0,0,27.0,27.0,26.0,13.582127875507437,17,30,13,27,24,6,6,10,A,0,65.0,F,H,59766.0,A,64,22,30.0
3099,0,14.56,2,2,2,2,15.0,15.0,15.0,15.0,22,31,10,24,22,4,10,9,A,0,51.0,M,H,59766.0,A,56,23,19.0
3100,1,9.0,3,8,2,5,14.0,10.33,7.0,12.0,16,105,14,26,53,6,11,20,S,1,47.0,M,U,44702.0,S,93,37,25.0
3101,0,14.56,1,28,0,13,10.0,10.0,11.04,13.582127875507437,15,129,17,35,107,7,7,33,A,1,60.0,M,H,44702.0,A,159,47,39.0
3102,0,14.56,4,6,2,2,15.0,11.25,10.67,15.0,25,32,11,27,28,6,14,12,A,0,57.0,F,H,36313.0,A,66,32,25.0
3103,0,14.56,1,2,1,1,15.0,10.0,12.5,10.0,18,20,13,21,18,6,10,8,N,0,52.0,F,H,52690.0,Others,52,24,18.0
3104,0,14.56,4,20,3,14,5.0,5.0,3.55,5.0,17,130,12,31,73,5,13,31,S,1,86.0,F,U,60863.0,S,116,49,29.0
3105,0,14.56,4,14,3,9,16.0,14.75,11.07,15.0,22,105,13,34,66,6,17,29,S,1,47.0,F,U,44284.5,S,113,52,34.0
3106,0,14.56,2,2,1,1,20.0,15.0,15.0,20.0,24,28,9,22,22,4,10,9,A,0,45.0,F,H,60863.0,A,53,23,24.0
3107,1,10.0,5,8,2,3,5.0,4.2,5.0,5.0,16,54,9,23,25,4,10,11,A,1,61.0,F,U,46341.0,A,57,25,18.0
3108,1,10.0,6,24,4,16,10.0,10.83,8.08,8.75,16,125,15,37,86,6,17,34,S,1,73.0,M,H,46341.0,S,138,57,40.0
3109,0,14.56,1,1,1,1,25.0,25.0,25.0,25.0,17,17,11,16,14,5,7,6,F,0,45.0,F,H,65781.0,Others,41,18,27.0
3110,1,5.0,5,12,3,5,10.0,6.4,5.0,7.33,22,63,12,31,45,6,16,20,A,0,52.0,F,U,64238.0,A,88,42,27.0
3111,1,12.0,4,19,3,10,10.0,10.0,8.47,10.0,23,123,12,34,74,6,17,32,S,1,68.0,M,U,55075.0,S,120,55,33.0
3112,1,10.0,1,7,0,4,15.0,15.0,6.29,13.582127875507437,24,77,10,27,38,4,4,16,A,0,52.0,M,U,44284.5,A,75,24,23.0
3113,0,14.56,3,12,3,6,25.0,23.33,12.58,23.33,22,114,13,35,67,6,17,29,A,1,72.0,F,U,44284.5,A,115,52,40.0
3114,1,3.0,3,3,1,1,12.0,11.33,11.33,10.0,18,24,13,24,21,6,11,9,N,1,52.0,M,U,44284.5,Others,58,26,18.0
3115,1,12.0,4,17,2,12,12.0,12.5,8.94,13.0,15,123,13,32,73,6,15,29,S,1,52.0,F,U,44284.5,S,118,50,33.0
3116,1,11.0,5,7,4,5,13.0,11.8,10.14,10.75,21,45,12,32,37,6,16,16,S,1,66.0,M,H,49277.0,S,81,38,25.0
3117,1,7.0,7,9,5,6,7.0,6.43,5.78,5.8,17,41,13,31,33,6,16,15,S,1,74.0,M,H,49277.0,S,77,37,23.0
3118,1,30.0,1,16,1,11,30.0,30.0,17.5,30.0,21,130,13,32,82,6,15,35,A,1,42.0,M,U,55086.0,A,127,56,47.0
3119,1,10.0,2,19,2,12,20.0,15.5,8.58,15.5,21,127,12,31,77,6,15,31,A,1,62.0,F,H,67760.0,A,120,52,41.0
3120,1,25.0,3,20,1,8,25.0,23.33,13.25,25.0,15,126,13,34,78,6,16,32,S,1,76.0,M,H,61461.0,S,125,54,48.0
3121,0,14.56,3,3,2,2,25.0,21.67,21.67,22.5,17,32,13,31,30,6,14,12,A,0,22.0,M,H,62681.0,A,74,32,31.0
3122,1,15.0,6,9,2,2,15.0,10.67,11.44,10.5,6,29,32,48,46,9,17,15,A,1,47.0,M,H,62681.0,A,126,41,30.0
3123,1,50.0,1,1,0,0,15.0,15.0,15.0,13.582127875507437,18,18,10,14,12,4,4,4,F,0,52.0,F,H,62681.0,Others,36,12,17.0
3124,1,19.0,2,8,1,5,17.0,16.0,11.25,15.0,17,89,14,31,57,7,15,24,A,1,27.0,M,H,53851.0,A,102,46,27.0
3125,0,14.56,2,2,2,2,15.0,15.0,15.0,15.0,20,28,10,23,22,4,10,9,A,0,64.0,F,H,53851.0,A,55,23,19.0
3126,0,14.56,2,2,1,1,20.0,15.0,15.0,10.0,18,24,12,23,20,6,11,9,N,0,52.0,F,U,44284.5,Others,55,26,24.0
3127,1,21.0,0,1,0,0,15.0,0.0,15.0,13.582127875507437,23,23,8,8,13,3,3,5,N,0,77.0,F,H,70239.0,Others,29,11,16.0
3128,1,15.0,3,26,2,15,15.0,13.0,10.58,12.5,24,129,13,34,83,6,17,33,S,1,86.0,M,U,70239.0,S,130,56,44.0
3129,1,22.0,3,6,0,2,17.0,16.0,14.0,13.582127875507437,19,76,13,33,52,6,6,20,A,1,57.0,F,H,70044.0,A,98,32,26.0
3130,1,5.0,2,23,1,13,5.0,15.0,9.91,25.0,19,113,22,43,95,8,18,34,N,1,81.0,F,H,70044.0,Others,160,60,30.0
3131,1,12.0,3,16,1,9,15.0,10.0,9.94,10.0,18,128,13,34,77,6,16,32,S,1,74.0,F,U,44284.5,S,124,54,34.0
3132,1,15.0,2,3,1,2,15.0,13.0,10.33,15.0,16,44,12,28,29,5,11,11,A,0,52.0,F,U,44284.5,A,69,27,20.0
3133,0,14.56,3,3,2,2,25.0,15.67,15.67,11.0,19,23,15,25,24,5,9,8,N,0,52.0,F,U,60373.0,Others,64,22,31.0
3134,1,10.0,5,6,3,4,11.0,9.6,8.83,9.33,15,44,14,33,40,5,14,15,A,0,52.0,F,U,60373.0,A,87,34,22.0
3135,1,35.0,1,2,0,1,25.0,25.0,20.0,13.582127875507437,18,39,13,30,29,6,6,13,A,1,39.0,M,U,88407.0,A,72,25,28.0
3136,1,15.0,2,4,0,1,15.0,15.0,12.5,13.582127875507437,19,55,11,27,37,5,5,15,A,0,40.0,M,U,66746.0,A,75,25,21.0
3137,1,10.0,3,8,3,4,12.0,10.67,9.38,10.67,17,77,13,32,52,6,14,19,A,1,73.0,M,U,44284.5,A,97,39,23.0
3138,0,14.56,2,3,1,1,20.0,15.0,11.67,20.0,16,23,13,20,18,5,8,7,N,0,59.0,F,U,66746.0,Others,51,20,25.0
3139,1,17.0,1,4,0,2,17.0,17.0,11.0,13.582127875507437,17,62,11,28,40,5,5,15,A,0,39.0,M,H,41639.0,A,79,25,22.0
3140,1,15.0,2,2,1,1,15.0,15.0,15.0,15.0,19,24,12,23,21,6,11,9,N,0,83.0,M,H,36667.0,Others,56,26,19.0
3141,1,11.0,4,12,1,4,10.0,11.75,9.33,12.0,15,81,13,34,58,6,16,23,A,0,57.0,M,U,45816.0,A,105,45,26.0
3142,0,14.56,1,8,1,4,20.0,15.0,8.88,15.0,18,65,13,32,47,6,14,19,A,1,55.0,M,H,49587.0,A,92,39,29.0
3143,1,10.0,2,7,1,3,10.0,8.5,5.86,10.0,16,67,12,26,43,5,10,14,A,0,83.0,M,U,39511.0,A,81,29,19.0
3144,1,15.0,2,10,0,6,15.0,12.5,9.5,13.582127875507437,15,123,11,29,64,4,4,26,A,1,74.0,M,U,47857.0,A,104,34,27.0
3145,0,14.56,2,6,0,3,20.0,20.0,12.0,13.582127875507437,18,68,13,33,50,6,6,20,A,0,80.0,M,U,41596.0,A,96,32,28.0
3146,0,14.56,7,11,2,3,7.0,6.14,6.0,7.0,17,80,13,30,32,6,13,12,A,0,75.0,M,H,39417.0,A,75,31,25.0
3147,1,50.0,4,9,4,7,50.0,42.5,24.22,42.5,17,89,9,21,44,5,14,20,S,1,68.0,F,U,46202.0,S,74,39,63.0
3148,1,5.0,5,19,4,16,5.0,5.0,4.84,5.0,15,119,12,29,70,5,14,30,S,1,52.0,M,U,50346.0,S,111,49,29.0
3149,0,14.56,3,14,0,7,5.0,6.67,6.0,13.582127875507437,18,105,12,32,58,6,6,24,S,1,41.0,F,H,55224.0,S,102,36,22.0
3150,0,14.56,3,16,1,10,10.0,11.67,11.31,15.0,20,105,13,34,72,6,16,29,A,1,57.0,M,H,55681.0,A,119,51,29.0
3151,1,5.0,4,29,2,9,6.0,7.5,5.45,7.0,4,75,29,44,86,7,15,22,S,1,86.0,F,U,55681.0,S,159,44,39.0
3152,0,14.56,2,9,1,5,16.0,15.0,11.78,14.0,18,75,12,31,57,5,13,20,A,1,78.0,F,U,65118.0,A,100,38,27.0
3153,0,14.56,2,9,1,6,15.0,15.0,15.0,15.0,18,95,13,33,63,6,15,26,A,1,57.0,M,H,57536.0,A,109,47,26.0
3154,1,14.0,9,10,7,8,15.0,12.11,11.4,11.71,11,38,21,41,45,8,18,18,S,1,24.0,M,H,55168.0,S,107,44,34.0
3155,0,14.56,3,21,2,13,10.0,7.33,4.33,7.5,18,102,12,31,66,5,13,26,A,1,83.0,M,U,46898.0,A,109,44,34.0
3156,0,14.56,1,7,0,2,10.0,16.0,9.71,13.582127875507437,4,90,11,25,49,4,4,19,A,0,32.0,M,U,56828.0,A,85,27,18.0
3157,1,5.0,1,1,1,1,15.0,15.0,15.0,15.0,24,24,7,17,15,3,7,6,N,0,74.0,M,H,46530.0,Others,39,16,17.0
3158,0,14.56,1,4,1,2,15.0,15.0,12.0,15.0,24,45,10,29,34,5,13,14,A,0,79.0,M,U,42207.0,A,73,32,20.0
3159,0,14.56,2,12,1,7,35.0,32.5,14.17,35.0,16,91,14,36,61,6,17,25,A,1,86.0,F,U,55500.0,A,111,48,49.0
3160,0,14.56,7,22,6,16,10.0,10.43,6.59,10.33,17,125,14,34,78,6,17,31,S,1,52.0,M,U,42551.0,S,126,54,39.0
3161,0,14.56,4,6,4,5,5.0,7.5,5.83,7.5,17,40,12,27,29,6,14,13,A,1,65.0,M,H,41579.0,A,68,33,15.0
3162,0,14.56,4,14,4,11,15.0,16.5,9.86,16.5,15,106,7,14,40,2,6,19,E,1,52.0,F,U,44284.5,Others,61,27,33.0
3163,0,14.56,3,8,2,5,20.0,18.33,15.0,17.5,16,113,12,32,60,5,15,27,A,1,71.0,M,U,49205.0,A,104,47,31.0
3164,1,5.0,3,16,2,13,10.0,9.33,5.94,9.0,21,130,11,30,73,5,14,31,S,1,86.0,M,H,49923.0,S,114,50,29.0
3165,0,14.56,3,7,0,2,15.0,15.0,10.14,13.582127875507437,18,80,13,33,46,6,6,19,A,0,53.0,M,H,49923.0,A,92,31,25.0
3166,1,20.0,1,2,0,0,15.0,13.0,14.0,13.582127875507437,19,20,13,20,18,6,6,7,N,1,53.0,M,H,49923.0,Others,51,19,18.0
3167,0,14.56,2,2,2,2,25.0,25.0,25.0,25.0,24,29,12,26,24,6,13,11,A,0,58.0,M,H,47081.0,A,62,30,29.0
3168,1,5.0,5,21,4,18,5.0,5.4,4.86,5.0,18,130,10,26,70,5,14,29,S,1,85.0,F,U,47081.0,S,106,48,31.0
3169,1,5.0,6,18,3,14,6.0,4.83,4.44,5.0,17,126,12,31,69,6,16,31,S,1,83.0,F,U,50244.0,S,112,53,30.0
3170,0,14.56,2,2,1,1,20.0,12.5,12.5,5.0,19,29,10,22,21,4,9,8,A,0,52.0,M,H,45481.0,A,53,21,24.0
3171,1,10.0,4,13,2,8,16.0,14.5,11.85,16.0,17,128,13,33,73,6,17,32,A,1,30.0,M,H,43451.0,A,119,55,33.0
3172,1,10.0,2,15,1,6,10.0,11.0,5.87,11.0,18,81,14,32,58,6,15,22,S,1,45.0,F,U,44284.5,S,104,43,27.0
3173,0,14.56,1,1,0,0,15.0,15.0,15.0,13.582127875507437,26,26,7,20,17,3,3,8,N,0,52.0,M,U,44284.5,Others,44,14,17.0
3174,0,14.56,5,11,3,7,5.0,6.6,6.91,6.67,17,122,15,31,68,6,14,29,A,0,84.0,F,U,44023.0,A,114,49,21.0
3175,1,16.0,3,3,2,2,17.0,16.33,16.33,16.0,16,24,15,26,23,6,11,9,N,0,54.0,M,H,51591.0,Others,64,26,23.0
3176,1,20.0,3,9,2,6,15.0,15.0,12.11,15.0,24,123,9,29,66,4,13,27,A,0,61.0,F,H,62442.0,A,104,44,27.0
3177,0,14.56,3,11,2,6,10.0,10.33,10.0,10.5,19,75,13,35,58,6,17,23,A,0,57.0,M,H,52842.0,A,106,46,24.0
3178,0,14.56,2,9,2,6,0.0,12.0,9.11,12.0,5,69,27,46,68,6,15,20,A,1,55.0,F,H,52842.0,A,141,41,11.0
3179,1,10.0,4,6,3,3,13.0,12.5,11.67,12.67,21,44,12,33,38,6,17,17,A,0,37.0,F,H,51715.0,A,83,40,23.0
3180,0,14.56,1,7,1,4,15.0,15.0,9.0,15.0,20,111,6,15,36,2,5,13,A,0,52.0,M,U,44284.5,A,57,20,23.0
3181,1,4.0,5,18,2,9,6.0,4.6,3.56,4.0,18,111,11,31,63,5,14,27,S,1,73.0,M,U,43618.0,S,105,46,29.0
3182,1,17.0,11,50,5,17,5.0,6.27,6.34,5.4,4,113,45,66,137,14,25,50,S,1,52.0,F,U,44284.5,S,248,89,66.0
3183,0,14.56,2,9,0,5,20.0,15.0,8.44,13.582127875507437,19,113,13,33,62,6,6,27,S,1,54.0,M,H,45714.0,S,108,39,31.0
3184,0,14.56,3,30,2,17,20.0,9.33,4.03,11.5,24,127,12,29,74,6,14,29,S,1,52.0,M,U,44284.5,S,115,49,53.0
3185,0,14.56,12,32,7,15,5.0,6.33,4.63,6.29,15,122,14,32,70,6,17,31,S,1,52.0,F,U,44284.5,S,116,54,49.0
3186,1,15.0,2,10,1,5,15.0,14.0,7.5,13.0,18,130,11,26,60,4,10,25,A,1,66.0,F,H,48418.0,A,97,39,27.0
3187,0,14.56,1,1,1,1,18.0,18.0,18.0,18.0,17,17,5,10,9,2,4,3,F,0,59.0,F,U,48418.0,Others,24,9,20.0
3188,1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,33.0,F,H,41324.0,Others,38,15,17.0
3189,0,14.56,2,2,1,1,20.0,12.5,12.5,5.0,19,29,10,22,20,4,9,8,A,0,52.0,F,U,48104.0,A,52,21,24.0
3190,1,15.0,5,15,5,13,12.0,16.6,19.4,16.6,17,112,25,42,77,11,20,33,A,1,77.0,M,H,48104.0,A,144,64,32.0
3191,1,8.0,4,7,3,5,10.0,9.25,8.43,9.0,17,53,6,26,37,4,14,15,A,1,67.0,F,H,57721.0,A,69,33,21.0
3192,0,14.56,5,24,3,14,5.0,8.4,6.04,8.0,23,113,11,32,70,5,16,29,S,1,75.0,M,U,44306.0,S,113,50,34.0
3193,0,14.56,6,37,3,18,5.0,5.17,4.35,4.67,18,130,13,34,83,6,17,33,S,1,41.0,M,H,49102.0,S,130,56,48.0
3194,1,10.0,4,12,2,6,8.0,7.0,6.83,7.5,18,113,12,28,60,6,13,24,S,1,78.0,F,U,52109.0,S,100,43,24.0
3195,0,14.56,2,10,2,6,15.0,15.0,11.7,15.0,22,91,12,34,63,6,17,26,A,1,52.0,F,H,50558.0,A,109,49,27.0
3196,1,4.0,11,11,5,5,5.0,4.55,4.55,5.0,16,35,14,32,31,6,14,12,S,1,70.0,F,H,45654.0,S,77,32,27.0
3197,0,14.56,2,17,2,11,26.0,26.0,16.71,26.0,22,124,13,33,75,6,17,32,A,1,52.0,F,U,34167.0,A,121,55,45.0
3198,0,14.56,1,5,0,2,27.0,27.0,11.8,13.582127875507437,18,77,13,30,47,6,6,19,A,0,75.0,F,H,53117.0,A,90,31,33.0
3199,1,25.0,1,9,1,5,15.0,15.0,8.33,15.0,21,65,12,30,52,6,14,21,A,1,82.0,M,H,53117.0,A,94,41,25.0
3200,1,5.0,6,22,5,13,5.0,5.0,4.77,5.0,17,121,10,27,74,5,14,31,S,1,75.0,M,H,44220.0,S,111,50,33.0
3201,1,4.0,6,21,5,12,5.0,4.33,4.33,4.2,4,128,16,33,70,4,13,27,S,1,67.0,M,U,44284.5,S,119,44,32.0
3202,1,5.0,3,16,2,11,10.0,10.0,7.5,10.0,24,130,11,31,71,6,17,33,A,1,52.0,M,U,44220.0,A,113,56,29.0
3203,0,14.56,3,14,2,9,8.0,8.0,7.5,8.0,20,105,13,30,64,6,13,24,S,1,66.0,F,U,37057.0,S,107,43,25.0
3204,0,14.56,3,3,2,2,25.0,21.67,21.67,20.0,19,29,14,28,27,6,13,11,A,0,55.0,F,H,42045.0,A,69,30,31.0
3205,1,5.0,5,14,2,7,10.0,6.4,5.86,6.0,19,65,13,34,54,6,17,22,S,1,72.0,M,U,29038.0,S,101,45,29.0
3206,1,15.0,6,22,4,12,11.0,11.5,6.32,11.0,21,88,14,35,65,6,17,26,S,1,35.0,M,U,44284.5,S,114,49,39.0
3207,0,14.56,4,9,2,6,15.0,12.0,10.11,13.0,23,124,13,33,60,6,15,28,A,0,60.0,M,U,44284.5,A,106,49,28.0
3208,1,6.0,6,29,2,18,5.0,5.83,5.0,7.5,15,122,12,33,80,6,17,33,S,1,74.0,F,U,44284.5,S,125,56,40.0
3209,0,14.56,7,22,2,8,15.0,15.14,12.18,15.0,17,126,14,36,74,6,17,34,S,1,52.0,M,U,44284.5,S,124,57,44.0
3210,0,14.56,2,2,1,1,15.0,10.0,10.0,15.0,16,20,14,22,18,6,10,8,N,0,31.0,F,H,46250.0,Others,54,24,19.0
3211,0,14.56,3,14,2,9,10.0,8.33,6.71,7.5,19,124,13,35,68,6,17,30,S,1,48.0,F,H,43707.0,S,116,53,27.0
3212,0,14.56,4,17,2,8,25.0,25.0,14.41,25.0,19,130,14,36,77,6,17,32,A,1,85.0,M,U,46625.0,A,127,55,46.0
3213,1,12.0,3,6,2,3,12.0,10.67,8.33,11.0,17,44,12,31,36,6,14,14,A,0,57.0,M,U,42146.0,A,79,34,21.0
3214,1,16.0,5,16,4,11,10.0,9.6,8.94,9.0,18,81,14,36,67,6,17,26,S,1,52.0,F,U,44284.5,S,117,49,31.0
3215,1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,52.0,F,U,49690.0,Others,38,15,17.0
3216,0,14.56,1,1,0,0,50.0,50.0,50.0,13.582127875507437,16,16,12,17,14,5,5,6,F,0,45.0,M,U,49690.0,Others,43,16,52.0
3217,1,10.0,5,6,2,3,10.0,9.0,9.17,10.0,22,41,11,31,34,5,14,13,A,1,50.0,F,H,49690.0,A,76,32,21.0
3218,1,5.0,2,4,1,2,16.0,14.0,12.5,16.0,22,53,12,30,40,6,14,16,A,1,47.0,F,H,49690.0,A,82,36,22.0
3219,0,14.56,1,6,1,4,16.0,16.0,10.67,16.0,18,77,11,28,49,4,11,18,A,0,64.0,M,H,39364.0,A,88,33,23.0
3220,0,14.56,2,2,1,1,20.0,15.0,15.0,10.0,18,29,12,25,23,4,10,9,A,0,52.0,M,U,54597.0,A,60,23,24.0
3221,1,20.0,2,8,2,3,15.0,15.0,10.38,15.0,4,45,12,24,29,4,11,11,A,0,52.0,F,U,44284.5,A,65,26,25.0
3222,1,5.0,2,4,1,2,20.0,15.0,20.5,10.0,26,51,11,32,41,5,15,17,A,0,68.0,M,H,50865.0,A,84,37,26.0
3223,0,14.56,2,2,2,2,20.0,15.0,15.0,15.0,23,35,10,25,23,4,11,10,A,0,52.0,F,U,44284.5,A,58,25,24.0
3224,1,20.0,2,8,1,5,20.0,17.0,10.5,14.0,19,57,13,33,46,6,15,19,A,1,52.0,M,H,42786.0,A,92,40,30.0
3225,0,14.56,5,24,2,14,5.0,4.4,4.67,5.0,16,127,12,29,73,5,12,30,S,1,81.0,F,H,51491.0,S,114,47,34.0
3226,0,14.56,2,3,2,3,25.0,20.5,17.0,20.5,21,42,14,24,26,5,10,11,A,0,53.0,M,U,51491.0,A,64,26,30.0
3227,0,14.56,6,24,5,17,4.0,4.83,4.21,4.8,15,125,13,30,74,6,15,30,S,1,85.0,M,H,56708.0,S,117,51,34.0
3228,1,25.0,2,5,0,2,20.0,20.0,13.4,13.582127875507437,18,74,13,31,50,6,6,20,A,0,54.0,F,H,48311.0,A,94,32,27.0
3229,1,3.0,5,17,3,7,2.0,4.0,2.76,4.0,17,113,7,17,35,3,7,10,A,1,27.0,F,H,48311.0,A,59,20,24.0
3230,1,10.0,5,29,5,18,15.0,11.2,9.69,11.2,16,129,15,35,84,6,17,32,S,1,50.0,F,H,48311.0,S,134,55,49.0
3231,0,14.56,2,2,1,1,15.0,10.0,10.0,5.0,16,22,12,18,16,5,8,7,N,0,54.0,M,H,51031.0,Others,46,20,19.0
3232,0,14.56,1,10,1,9,20.0,20.0,10.7,20.0,23,126,10,29,66,4,12,28,A,1,49.0,F,U,47358.0,A,105,44,31.0
3233,0,14.56,3,41,1,17,5.0,5.0,5.56,5.0,18,127,11,29,77,5,13,29,S,1,52.0,M,U,41683.0,S,117,47,49.0
3234,1,15.0,4,6,3,5,15.0,11.75,9.83,12.33,16,44,14,32,37,6,14,14,S,1,52.0,F,U,44032.0,S,83,34,25.0
3235,1,15.0,2,18,2,15,15.0,15.0,10.06,15.0,21,131,12,31,80,6,15,32,S,1,52.0,M,U,44032.0,S,123,53,35.0
3236,1,5.0,7,23,5,14,3.0,4.43,4.35,4.2,5,105,10,30,68,5,16,28,A,1,52.0,F,U,50097.0,A,108,49,33.0
3237,1,20.0,1,5,1,3,16.0,16.0,9.8,16.0,21,72,11,27,45,4,10,15,A,0,49.0,F,U,50097.0,A,83,29,22.0
3238,1,20.0,1,1,0,0,20.0,20.0,20.0,13.582127875507437,19,19,10,17,15,4,4,6,F,0,52.0,M,U,44284.5,Others,42,14,22.0
3239,0,14.56,3,14,1,7,15.0,14.33,8.57,15.0,16,128,12,28,62,5,11,25,A,1,75.0,F,U,50366.0,A,102,41,32.0
3240,0,14.56,1,1,1,1,23.0,23.0,23.0,23.0,23,23,10,21,19,4,9,8,N,0,52.0,F,H,43363.0,Others,50,21,25.0
3241,1,25.0,2,2,1,1,20.0,15.0,15.0,20.0,27,32,9,25,24,4,11,10,A,0,53.0,F,U,43363.0,A,58,25,24.0
3242,0,14.56,2,3,1,2,25.0,17.5,15.0,10.0,18,44,13,32,35,6,14,14,A,0,52.0,M,U,50382.0,A,80,34,30.0
3243,1,10.0,4,15,3,7,0.0,11.25,9.53,10.0,11,72,25,45,77,5,15,23,A,1,52.0,F,U,44284.5,A,147,43,19.0
3244,0,14.56,3,17,0,8,25.0,26.67,14.65,13.582127875507437,15,126,13,35,77,6,6,34,A,1,84.0,F,U,41625.0,A,125,46,45.0
3245,0,14.56,4,12,1,5,10.0,9.5,7.67,10.0,15,130,13,35,64,6,17,28,S,1,39.0,F,H,40714.0,S,112,51,26.0
3246,1,10.0,3,15,1,9,15.0,11.67,8.73,15.0,16,119,11,27,64,6,15,29,A,1,80.0,F,U,41500.0,A,102,50,33.0
3247,0,14.56,1,3,0,1,16.0,16.0,12.0,13.582127875507437,15,51,9,23,33,3,3,13,E,0,60.0,F,H,45208.0,Others,65,19,20.0
3248,1,3.0,2,13,1,12,5.0,8.5,7.69,5.0,15,111,10,29,65,4,12,26,A,1,82.0,F,U,44284.5,A,104,42,20.0
3249,0,14.56,2,2,1,1,17.0,11.0,11.0,17.0,21,31,10,22,22,4,9,8,A,0,65.0,M,U,39286.0,A,54,21,21.0
3250,0,14.56,2,7,2,5,15.0,14.0,12.43,14.0,21,65,13,32,49,6,15,19,A,1,55.0,F,H,44125.0,A,94,40,24.0
3251,1,5.0,4,7,2,4,13.0,12.0,9.71,11.5,24,41,11,30,33,6,15,15,S,1,52.0,F,U,44284.5,S,74,36,24.0
3252,1,12.0,7,17,4,12,7.0,5.29,4.35,4.75,18,123,12,32,67,5,15,30,S,1,52.0,F,U,44284.5,S,111,50,31.0
3253,0,14.56,1,5,0,1,25.0,25.0,14.0,13.582127875507437,19,96,13,28,55,6,6,22,A,0,83.0,M,H,48750.0,A,96,34,31.0
3254,0,14.56,5,6,3,4,10.0,10.4,9.5,10.67,18,45,14,30,36,6,14,14,A,1,38.0,F,U,48750.0,A,80,34,21.0
3255,1,15.0,1,1,1,1,15.0,15.0,15.0,15.0,22,22,10,17,15,3,6,5,N,0,52.0,F,U,44284.5,Others,42,14,17.0
3256,0,14.56,3,15,0,8,5.0,5.0,4.13,13.582127875507437,15,123,11,29,67,4,4,28,S,1,52.0,F,U,48750.0,S,107,36,23.0
3257,1,11.0,6,8,3,5,12.0,8.83,8.13,10.67,20,44,13,33,37,6,16,16,S,1,52.0,F,U,48750.0,S,83,38,26.0
3258,1,11.0,2,21,1,10,12.0,11.0,7.0,12.0,15,125,12,31,74,5,13,29,A,1,40.0,M,H,63535.0,A,117,47,35.0
3259,0,14.56,2,4,1,3,20.0,17.5,13.75,15.0,17,54,12,32,40,6,15,17,A,0,65.0,M,H,54026.0,A,84,38,26.0
3260,0,14.56,3,12,2,9,5.0,8.33,8.25,10.0,15,109,13,31,66,6,14,29,A,1,49.0,M,H,54026.0,A,110,49,20.0
3261,0,14.56,3,31,3,19,12.0,8.0,15.81,8.0,5,130,33,52,123,12,21,41,A,1,50.0,M,H,57846.0,A,208,74,46.0
3262,0,14.56,1,1,1,1,20.0,20.0,20.0,20.0,17,17,11,16,14,5,7,6,F,0,44.0,M,U,47215.0,Others,41,18,22.0
